Pipe_Size_mm,Thickness_mm,Material,Grade,Max_Pressure_psi,Temperature_C,Corrosion_Impact_Percent,Thickness_Loss_mm,Material_Loss_Percent,Time_Years,Condition,Remaining_Thickness_mm,Loss_Per_Year_mm,Estimated_Longevity_Years,cost
50,5.22,PVC,ASTM A106 Grade B,900,110.5,18.51,7.59,145.4,10,Critical,-2.37,0.759,-3.122529644268775,2019
300,10.52,Fiberglass,ASTM A106 Grade B,1500,99.2,19.04,3.39,32.22,19,Moderate,7.129999999999999,0.17842105263157895,39.961651917404126,4772
200,7.81,Fiberglass,API 5L X52,150,12.2,4.41,0.35,4.48,12,Normal,7.46,0.029166666666666664,255.7714285714286,2681
1200,35.28,Fiberglass,API 5L X65,900,75.8,0.43,0.43,1.22,5,Normal,34.85,0.086,405.23255813953494,4816
250,8.88,PVC,API 5L X42,600,51.3,8.29,0.51,5.74,14,Normal,8.370000000000001,0.03642857142857143,229.76470588235298,4239
50,4.48,Fiberglass,API 5L X42,2500,7.1,16.35,4.56,101.79,16,Moderate,-0.07999999999999918,0.285,-0.28070175438596207,3447
100,6.06,PVC,API 5L X42,2500,127.7,2.4,8.96,147.85,22,Critical,-2.9000000000000012,0.4072727272727273,-7.120535714285717,4625
100,7.34,PVC,API 5L X42,600,19.2,5.91,7.41,100.95,23,Critical,-0.07000000000000028,0.32217391304347825,-0.21727395411606026,2416
250,12.12,PVC,API 5L X65,2500,60.7,6.85,5.47,45.13,23,Critical,6.6499999999999995,0.23782608695652172,27.961608775137112,3766
1000,25.02,PVC,API 5L X52,900,16.0,15.69,5.17,20.66,1,Critical,19.85,5.17,3.8394584139264993,2547
250,14.96,PVC,API 5L X42,2500,129.2,9.53,9.0,60.16,9,Critical,5.960000000000001,1.0,5.960000000000001,4330
1500,30.96,PVC,ASTM A106 Grade B,150,-37.1,17.86,9.21,29.75,8,Critical,21.75,1.15125,18.892508143322473,2783
250,14.22,PVC,ASTM A106 Grade B,300,40.6,18.47,8.16,57.38,21,Critical,6.0600000000000005,0.38857142857142857,15.59558823529412,3707
100,6.95,Fiberglass,API 5L X52,2500,88.3,13.98,9.08,130.65,25,Critical,-2.13,0.3632,-5.86453744493392,4379
150,6.91,HDPE,API 5L X52,600,0.5,16.27,6.74,97.54,22,Critical,0.16999999999999993,0.3063636363636364,0.5548961424332342,4126
300,13.13,Stainless Steel,ASTM A106 Grade B,150,-18.5,12.74,2.12,16.15,19,Moderate,11.010000000000002,0.11157894736842106,98.67452830188681,2708
50,5.83,PVC,API 5L X42,150,18.7,16.74,0.05,0.86,5,Normal,5.78,0.01,578.0,3256
50,4.5,PVC,API 5L X42,150,48.2,18.04,0.25,5.56,12,Normal,4.25,0.020833333333333332,204.0,2526
1000,21.84,HDPE,API 5L X42,2500,8.7,12.14,9.75,44.64,4,Critical,12.09,2.4375,4.96,4347
150,5.43,HDPE,ASTM A106 Grade B,1500,8.9,13.32,5.21,95.95,18,Critical,0.21999999999999975,0.28944444444444445,0.7600767754318609,4667
100,6.12,PVC,ASTM A333 Grade 6,300,1.7,12.05,7.16,116.99,12,Critical,-1.04,0.5966666666666667,-1.7430167597765363,4277
50,4.3,Stainless Steel,API 5L X42,300,127.1,0.92,4.79,111.4,13,Moderate,-0.4900000000000002,0.36846153846153845,-1.3298538622129443,4484
1200,31.01,PVC,API 5L X42,900,27.2,5.0,3.03,9.77,9,Moderate,27.98,0.33666666666666667,83.10891089108911,3005
1200,28.75,HDPE,ASTM A333 Grade 6,150,31.1,7.43,2.1,7.3,13,Moderate,26.65,0.16153846153846155,164.97619047619045,4105
200,6.88,HDPE,ASTM A333 Grade 6,600,56.6,3.37,0.35,5.09,25,Normal,6.53,0.013999999999999999,466.4285714285715,4987
1200,20.66,HDPE,API 5L X42,150,118.5,11.43,8.42,40.76,5,Critical,12.24,1.684,7.268408551068884,4919
500,12.66,Stainless Steel,API 5L X42,600,68.5,16.75,7.28,57.5,2,Critical,5.38,3.64,1.4780219780219779,3237
800,28.54,Fiberglass,API 5L X52,900,72.3,14.88,2.43,8.51,21,Moderate,26.11,0.11571428571428573,225.64197530864195,2674
250,14.06,Fiberglass,ASTM A106 Grade B,300,73.9,16.34,1.45,10.31,6,Normal,12.610000000000001,0.24166666666666667,52.17931034482759,4826
100,6.45,Fiberglass,API 5L X65,900,95.9,15.64,7.02,108.84,20,Critical,-0.5699999999999994,0.351,-1.6239316239316224,2958
100,6.91,PVC,ASTM A106 Grade B,150,16.8,18.59,6.81,98.55,4,Critical,0.10000000000000053,1.7025,0.05873715124816478,4274
600,21.01,Stainless Steel,API 5L X65,300,30.9,13.18,8.26,39.31,14,Critical,12.750000000000002,0.59,21.61016949152543,2896
250,10.13,Stainless Steel,API 5L X42,600,66.0,0.17,2.86,28.23,17,Moderate,7.270000000000001,0.16823529411764704,43.21328671328673,3303
50,3.31,PVC,API 5L X52,2500,88.0,14.16,9.58,289.43,18,Critical,-6.27,0.5322222222222223,-11.780793319415448,4551
1500,43.88,Stainless Steel,API 5L X42,150,107.8,10.93,8.06,18.37,11,Critical,35.82,0.7327272727272728,48.88585607940446,2371
300,11.6,Fiberglass,API 5L X52,900,110.5,3.02,5.65,48.71,19,Critical,5.949999999999999,0.2973684210526316,20.00884955752212,2311
50,5.46,Fiberglass,API 5L X65,1500,26.2,14.04,9.36,171.43,17,Critical,-3.8999999999999995,0.5505882352941176,-7.083333333333333,2800
300,8.96,Carbon Steel,API 5L X42,2500,48.7,2.38,4.63,51.67,2,Moderate,4.330000000000001,2.315,1.8704103671706267,3472
200,10.9,Fiberglass,API 5L X52,900,-13.0,13.91,2.18,20.0,17,Moderate,8.72,0.12823529411764706,68.0,4496
100,7.36,Stainless Steel,API 5L X42,150,-9.5,4.15,5.57,75.68,13,Critical,1.79,0.4284615384615385,4.177737881508079,4492
600,27.85,Fiberglass,ASTM A106 Grade B,600,14.6,12.75,0.78,2.8,19,Normal,27.07,0.04105263157894737,659.3974358974359,3867
1200,25.26,HDPE,ASTM A333 Grade 6,2500,-9.8,9.52,8.18,32.38,13,Critical,17.080000000000002,0.6292307692307693,27.144254278728607,4347
150,6.96,Carbon Steel,ASTM A106 Grade B,600,53.8,2.38,8.69,124.86,3,Critical,-1.7299999999999995,2.8966666666666665,-0.5972382048331414,3685
50,3.69,Carbon Steel,ASTM A333 Grade 6,600,-13.4,18.1,8.29,224.66,5,Critical,-4.6,1.658,-2.7744270205066344,2429
50,5.5,Fiberglass,API 5L X42,1500,53.7,1.59,2.7,49.09,3,Moderate,2.8,0.9,3.1111111111111107,2059
150,6.24,HDPE,API 5L X52,1500,30.8,4.11,5.58,89.42,11,Critical,0.6600000000000001,0.5072727272727273,1.3010752688172045,4605
600,22.17,PVC,API 5L X52,150,36.1,17.92,4.1,18.49,4,Moderate,18.07,1.025,17.62926829268293,2334
100,5.72,Fiberglass,API 5L X52,300,12.3,11.19,6.79,118.71,12,Critical,-1.0700000000000003,0.5658333333333333,-1.8910162002945514,2483
100,4.14,Carbon Steel,API 5L X42,600,19.3,10.6,8.34,201.45,21,Critical,-4.2,0.39714285714285713,-10.575539568345324,4974
1500,31.27,Fiberglass,ASTM A333 Grade 6,150,69.0,16.49,6.96,22.26,10,Critical,24.31,0.696,34.92816091954023,2368
800,24.36,HDPE,API 5L X52,600,116.6,3.27,5.57,22.87,9,Critical,18.79,0.6188888888888889,30.36086175942549,3515
1500,43.2,Carbon Steel,ASTM A333 Grade 6,900,48.7,13.27,5.5,12.73,4,Critical,37.7,1.375,27.41818181818182,2041
800,30.44,HDPE,API 5L X42,900,15.8,2.16,4.98,16.36,4,Moderate,25.46,1.245,20.449799196787147,3583
200,7.82,PVC,API 5L X42,2500,-0.5,16.0,3.75,47.95,14,Moderate,4.07,0.26785714285714285,15.194666666666668,3398
400,12.31,Carbon Steel,ASTM A106 Grade B,150,-15.5,4.47,5.41,43.95,11,Critical,6.9,0.4918181818181818,14.029574861367838,2413
400,8.35,HDPE,ASTM A106 Grade B,2500,-9.2,1.94,8.44,101.08,9,Critical,-0.08999999999999986,0.9377777777777777,-0.09597156398104251,2354
1500,33.41,PVC,ASTM A106 Grade B,300,54.7,10.59,9.85,29.48,8,Critical,23.559999999999995,1.23125,19.13502538071066,2339
200,7.74,Carbon Steel,API 5L X52,900,-25.9,1.27,0.64,8.27,1,Normal,7.1000000000000005,0.64,11.09375,4699
300,8.68,HDPE,API 5L X52,300,-21.0,4.76,6.01,69.24,22,Critical,2.67,0.2731818181818182,9.773710482529118,2876
1200,22.53,HDPE,ASTM A333 Grade 6,150,17.8,13.58,4.11,18.24,7,Moderate,18.42,0.5871428571428572,31.37226277372263,4940
250,10.95,Fiberglass,ASTM A106 Grade B,2500,11.7,8.82,4.04,36.89,24,Moderate,6.909999999999999,0.16833333333333333,41.04950495049504,3762
100,4.89,Carbon Steel,ASTM A333 Grade 6,600,2.4,2.51,0.61,12.47,8,Normal,4.279999999999999,0.07625,56.1311475409836,2688
50,5.62,PVC,API 5L X42,900,42.2,0.44,6.21,110.5,20,Critical,-0.5899999999999999,0.3105,-1.9001610305958128,2421
300,15.95,Fiberglass,API 5L X42,1500,26.0,15.26,0.94,5.89,16,Normal,15.01,0.05875,255.48936170212767,4603
50,3.04,Carbon Steel,ASTM A106 Grade B,300,32.6,4.6,9.69,318.75,15,Critical,-6.6499999999999995,0.646,-10.294117647058822,4325
400,17.32,Fiberglass,API 5L X52,900,31.4,1.33,1.79,10.33,12,Normal,15.530000000000001,0.14916666666666667,104.11173184357543,3871
100,5.21,Stainless Steel,ASTM A106 Grade B,300,67.5,2.93,5.76,110.56,19,Critical,-0.5499999999999998,0.30315789473684207,-1.8142361111111107,2045
500,24.44,PVC,ASTM A333 Grade 6,300,11.9,12.93,6.75,27.62,10,Critical,17.69,0.675,26.20740740740741,4621
1200,34.3,Carbon Steel,ASTM A106 Grade B,150,89.3,6.74,3.16,9.21,5,Moderate,31.139999999999997,0.632,49.27215189873417,2440
150,6.58,Carbon Steel,ASTM A333 Grade 6,2500,95.9,10.16,6.98,106.08,22,Critical,-0.40000000000000036,0.3172727272727273,-1.2607449856733535,2591
400,15.23,HDPE,ASTM A333 Grade 6,300,44.5,5.53,4.54,29.81,1,Moderate,10.690000000000001,4.54,2.3546255506607934,2272
50,3.25,Fiberglass,ASTM A333 Grade 6,1500,34.6,5.32,9.52,292.92,11,Critical,-6.27,0.8654545454545454,-7.244747899159664,3027
500,14.29,Stainless Steel,API 5L X52,2500,21.4,4.5,8.42,58.92,18,Critical,5.869999999999999,0.4677777777777778,12.548693586698334,4745
1500,44.29,PVC,ASTM A106 Grade B,600,54.1,12.97,1.59,3.59,4,Normal,42.699999999999996,0.3975,107.42138364779872,2282
1000,31.28,Stainless Steel,API 5L X65,1500,30.0,3.04,9.71,31.04,16,Critical,21.57,0.606875,35.54273944387229,3742
1200,37.12,Stainless Steel,ASTM A106 Grade B,2500,102.2,8.3,5.86,15.79,20,Critical,31.259999999999998,0.29300000000000004,106.68941979522182,2481
800,25.85,Stainless Steel,API 5L X65,1500,21.4,9.85,1.36,5.26,8,Normal,24.490000000000002,0.17,144.05882352941177,4742
100,4.55,Stainless Steel,ASTM A106 Grade B,600,62.3,9.87,8.53,187.47,25,Critical,-3.9799999999999995,0.34119999999999995,-11.664712778429074,4824
1500,47.27,HDPE,ASTM A106 Grade B,600,0.6,8.51,3.84,8.12,9,Moderate,43.43000000000001,0.42666666666666664,101.78906250000003,4543
150,6.25,Fiberglass,ASTM A106 Grade B,2500,-36.4,12.69,8.31,132.96,20,Critical,-2.0600000000000005,0.41550000000000004,-4.957882069795428,4023
1500,34.77,Carbon Steel,API 5L X52,2500,127.0,13.73,5.56,15.99,21,Critical,29.210000000000004,0.26476190476190475,110.32553956834535,2861
250,9.9,HDPE,API 5L X65,150,21.9,0.33,6.21,62.73,17,Critical,3.6900000000000004,0.3652941176470588,10.10144927536232,3110
100,6.3,PVC,ASTM A106 Grade B,150,20.2,1.08,5.06,80.32,8,Critical,1.2400000000000002,0.6325,1.9604743083003957,2216
1000,28.47,HDPE,ASTM A333 Grade 6,900,58.5,8.4,0.71,2.49,10,Normal,27.759999999999998,0.071,390.98591549295776,4603
600,23.1,PVC,ASTM A333 Grade 6,2500,41.9,15.62,7.28,31.52,25,Critical,15.82,0.2912,54.32692307692307,2975
800,19.82,Fiberglass,ASTM A106 Grade B,900,14.3,15.34,2.63,13.27,18,Moderate,17.19,0.1461111111111111,117.65019011406845,3812
200,8.01,PVC,ASTM A333 Grade 6,900,35.3,2.73,5.1,63.67,22,Critical,2.91,0.2318181818181818,12.55294117647059,3360
50,3.03,Stainless Steel,ASTM A106 Grade B,1500,32.3,1.7,5.19,171.29,10,Critical,-2.1600000000000006,0.519,-4.1618497109826595,4260
500,16.18,Stainless Steel,ASTM A106 Grade B,300,18.1,6.3,7.77,48.02,8,Critical,8.41,0.97125,8.658944658944659,3379
800,25.94,Stainless Steel,API 5L X52,2500,-8.2,16.89,7.31,28.18,15,Critical,18.630000000000003,0.4873333333333333,38.22845417236663,2964
100,7.95,PVC,API 5L X65,2500,9.5,13.9,1.71,21.51,13,Normal,6.24,0.13153846153846155,47.43859649122807,4701
100,5.96,Carbon Steel,API 5L X65,2500,-22.2,12.29,3.89,65.27,19,Moderate,2.07,0.20473684210526316,10.110539845758353,2002
600,22.74,Stainless Steel,ASTM A106 Grade B,600,58.3,19.34,8.04,35.36,25,Critical,14.7,0.32159999999999994,45.7089552238806,4537
500,14.74,HDPE,API 5L X65,150,-37.6,19.17,4.33,29.38,14,Moderate,10.41,0.3092857142857143,33.65819861431871,2915
400,17.53,PVC,API 5L X65,300,83.6,2.28,4.64,26.47,19,Moderate,12.89,0.24421052631578946,52.782327586206904,2672
800,23.62,HDPE,ASTM A106 Grade B,900,-24.3,10.58,0.92,3.9,7,Normal,22.7,0.13142857142857142,172.71739130434784,3283
100,4.34,Stainless Steel,ASTM A106 Grade B,900,145.8,6.75,4.82,111.06,20,Moderate,-0.4800000000000004,0.24100000000000002,-1.9917012448132796,3482
800,25.01,Fiberglass,API 5L X52,900,46.9,13.68,8.81,35.23,13,Critical,16.200000000000003,0.6776923076923077,23.904653802497165,3213
600,16.41,HDPE,API 5L X65,600,66.4,1.02,9.31,56.73,4,Critical,7.1,2.3275,3.0504833512352305,2217
1000,29.23,Fiberglass,ASTM A106 Grade B,2500,135.0,4.65,8.47,28.98,16,Critical,20.759999999999998,0.529375,39.21605667060212,3107
800,27.97,Fiberglass,API 5L X65,2500,72.0,7.73,0.88,3.15,17,Normal,27.09,0.05176470588235294,523.3295454545455,2497
100,4.13,HDPE,API 5L X52,2500,-17.9,4.13,3.1,75.06,18,Moderate,1.0299999999999998,0.17222222222222222,5.9806451612903215,2075
1000,21.35,Fiberglass,ASTM A333 Grade 6,150,53.1,20.0,7.27,34.05,8,Critical,14.080000000000002,0.90875,15.493810178817059,3371
1000,26.04,Fiberglass,ASTM A333 Grade 6,1500,57.7,9.79,9.56,36.71,20,Critical,16.479999999999997,0.47800000000000004,34.47698744769873,4857
100,4.37,HDPE,ASTM A106 Grade B,900,131.5,17.74,9.87,225.86,11,Critical,-5.499999999999999,0.8972727272727272,-6.129685916919959,4535
600,12.73,Stainless Steel,ASTM A333 Grade 6,1500,48.8,15.15,5.74,45.09,4,Critical,6.99,1.435,4.871080139372823,4187
400,10.05,HDPE,ASTM A106 Grade B,1500,7.5,10.2,6.39,63.58,5,Critical,3.660000000000001,1.278,2.863849765258217,3944
1200,37.42,Stainless Steel,API 5L X65,1500,95.1,9.49,4.49,12.0,23,Moderate,32.93,0.19521739130434784,168.6837416481069,3070
50,5.99,PVC,ASTM A333 Grade 6,900,95.0,17.22,2.51,41.9,13,Moderate,3.4800000000000004,0.19307692307692306,18.023904382470125,3052
300,14.67,Fiberglass,API 5L X52,2500,51.2,18.37,8.46,57.67,4,Critical,6.209999999999999,2.115,2.9361702127659566,3203
1000,29.16,Carbon Steel,ASTM A333 Grade 6,600,-24.7,2.48,3.82,13.1,4,Moderate,25.34,0.955,26.534031413612567,3535
500,14.55,PVC,API 5L X65,600,19.9,0.39,5.98,41.1,24,Critical,8.57,0.24916666666666668,34.39464882943144,4689
50,3.29,Carbon Steel,ASTM A333 Grade 6,900,64.5,6.04,6.54,198.78,25,Critical,-3.25,0.2616,-12.423547400611621,3073
150,5.64,Carbon Steel,API 5L X42,2500,115.0,9.71,9.46,167.73,6,Critical,-3.820000000000001,1.5766666666666669,-2.422832980972516,2172
600,16.95,Stainless Steel,API 5L X42,900,32.4,4.15,2.59,15.28,25,Moderate,14.36,0.1036,138.6100386100386,2760
500,20.82,Fiberglass,ASTM A333 Grade 6,600,48.6,11.23,4.76,22.86,23,Moderate,16.060000000000002,0.20695652173913043,77.60084033613447,3500
400,19.55,Carbon Steel,API 5L X52,2500,60.2,18.7,5.55,28.39,17,Critical,14.0,0.3264705882352941,42.88288288288288,4715
1000,22.39,PVC,ASTM A333 Grade 6,2500,-0.5,19.74,2.69,12.01,3,Moderate,19.7,0.8966666666666666,21.970260223048328,4873
50,5.12,HDPE,API 5L X42,150,61.6,3.02,2.42,47.27,23,Moderate,2.7,0.10521739130434782,25.661157024793393,3924
400,13.91,Fiberglass,API 5L X52,600,58.5,17.46,8.09,58.16,25,Critical,5.82,0.3236,17.985166872682324,4345
1200,34.42,Carbon Steel,API 5L X42,1500,49.4,10.78,0.71,2.06,11,Normal,33.71,0.06454545454545454,522.2676056338029,2345
50,4.89,Stainless Steel,ASTM A333 Grade 6,2500,-6.4,1.81,0.63,12.88,18,Normal,4.26,0.035,121.7142857142857,3304
800,29.88,Stainless Steel,API 5L X65,300,77.8,10.19,4.84,16.2,3,Moderate,25.04,1.6133333333333333,15.520661157024794,4249
250,11.0,PVC,API 5L X52,1500,21.8,4.52,2.59,23.55,21,Moderate,8.41,0.12333333333333332,68.1891891891892,4574
500,13.59,Fiberglass,ASTM A106 Grade B,300,15.7,5.37,6.78,49.89,16,Critical,6.81,0.42375,16.07079646017699,3773
200,7.34,Stainless Steel,API 5L X52,900,98.6,18.62,6.63,90.33,12,Critical,0.71,0.5525,1.2850678733031673,2836
1500,43.02,Stainless Steel,API 5L X52,2500,14.3,2.02,2.77,6.44,12,Moderate,40.25,0.23083333333333333,174.3682310469314,4487
1200,37.74,HDPE,ASTM A333 Grade 6,600,58.9,9.44,1.64,4.35,7,Normal,36.1,0.23428571428571426,154.08536585365854,2091
300,7.62,Fiberglass,ASTM A333 Grade 6,900,-46.2,0.13,2.22,29.13,13,Moderate,5.4,0.17076923076923078,31.62162162162162,2624
100,5.91,Carbon Steel,API 5L X42,900,127.5,13.05,1.7,28.76,3,Normal,4.21,0.5666666666666667,7.429411764705883,3959
50,3.76,Fiberglass,ASTM A106 Grade B,2500,86.9,11.94,2.19,58.24,24,Moderate,1.5699999999999998,0.09125,17.205479452054792,4278
1200,32.92,Stainless Steel,API 5L X52,150,39.3,11.6,2.13,6.47,2,Moderate,30.790000000000003,1.065,28.91079812206573,3133
100,4.19,Fiberglass,ASTM A333 Grade 6,2500,21.0,8.86,7.86,187.59,24,Critical,-3.67,0.3275,-11.206106870229007,4109
1500,29.92,Stainless Steel,API 5L X52,300,5.7,9.75,3.35,11.2,22,Moderate,26.57,0.15227272727272728,174.48955223880597,2405
800,16.55,Stainless Steel,ASTM A106 Grade B,150,18.9,19.84,1.27,7.67,4,Normal,15.280000000000001,0.3175,48.125984251968504,2526
1200,35.13,Fiberglass,API 5L X52,150,51.9,13.13,8.37,23.83,4,Critical,26.760000000000005,2.0925,12.788530465949824,4774
600,19.15,Fiberglass,ASTM A106 Grade B,900,94.0,8.78,5.15,26.89,2,Critical,13.999999999999998,2.575,5.4368932038834945,2626
100,7.27,HDPE,ASTM A333 Grade 6,600,28.3,8.89,7.04,96.84,12,Critical,0.22999999999999954,0.5866666666666667,0.39204545454545375,3273
500,23.96,Stainless Steel,API 5L X65,2500,64.0,14.84,2.95,12.31,17,Moderate,21.01,0.1735294117647059,121.07457627118643,3652
50,4.61,Carbon Steel,API 5L X42,150,61.2,13.48,6.08,131.89,21,Critical,-1.4699999999999998,0.2895238095238095,-5.077302631578947,2863
300,13.51,Carbon Steel,ASTM A106 Grade B,900,11.3,12.79,0.51,3.77,25,Normal,13.0,0.0204,637.2549019607843,2555
150,7.49,Stainless Steel,API 5L X42,150,37.8,12.89,4.96,66.22,17,Moderate,2.5300000000000002,0.2917647058823529,8.671370967741936,2223
200,6.32,Carbon Steel,API 5L X52,150,-27.2,6.05,4.09,64.72,17,Moderate,2.2300000000000004,0.24058823529411763,9.268948655256725,2274
100,5.17,PVC,API 5L X42,300,-3.3,17.88,7.56,146.23,9,Critical,-2.3899999999999997,0.84,-2.845238095238095,2066
400,17.69,PVC,API 5L X42,900,74.7,11.7,8.34,47.15,19,Critical,9.350000000000001,0.43894736842105264,21.300959232613913,4914
1200,30.5,Carbon Steel,ASTM A106 Grade B,900,15.0,2.06,4.74,15.54,12,Moderate,25.759999999999998,0.395,65.21518987341771,2372
300,7.92,Stainless Steel,API 5L X52,150,103.9,16.53,3.01,38.01,10,Moderate,4.91,0.301,16.312292358803987,2738
50,3.45,HDPE,API 5L X42,900,93.3,2.54,4.25,123.19,22,Moderate,-0.7999999999999998,0.19318181818181818,-4.141176470588235,4675
50,5.4,PVC,ASTM A106 Grade B,600,71.0,7.13,4.43,82.04,1,Moderate,0.9700000000000006,4.43,0.2189616252821672,4438
600,18.79,HDPE,API 5L X42,2500,7.5,8.62,8.25,43.91,6,Critical,10.54,1.375,7.665454545454545,3224
500,20.48,Carbon Steel,ASTM A333 Grade 6,300,21.3,1.03,3.09,15.09,14,Moderate,17.39,0.2207142857142857,78.78964401294499,3353
500,12.51,PVC,API 5L X42,150,14.4,16.61,8.28,66.19,10,Critical,4.23,0.828,5.108695652173914,3166
1000,15.72,Carbon Steel,ASTM A333 Grade 6,2500,124.9,5.2,4.34,27.61,22,Moderate,11.38,0.19727272727272727,57.68663594470047,2510
1000,29.26,Stainless Steel,API 5L X52,1500,31.0,11.96,7.23,24.71,8,Critical,22.03,0.90375,24.376210235131396,3112
400,12.45,PVC,ASTM A333 Grade 6,1500,-24.8,7.4,7.92,63.61,9,Critical,4.529999999999999,0.88,5.147727272727272,2238
50,5.26,Carbon Steel,ASTM A106 Grade B,2500,61.1,16.8,4.71,89.54,1,Moderate,0.5499999999999998,4.71,0.11677282377919317,3832
600,19.59,HDPE,ASTM A106 Grade B,2500,65.8,5.32,5.73,29.25,11,Critical,13.86,0.520909090909091,26.607329842931932,2563
50,3.62,Carbon Steel,API 5L X65,900,19.5,1.86,3.38,93.37,22,Moderate,0.2400000000000002,0.15363636363636363,1.5621301775147944,3908
200,11.96,Carbon Steel,ASTM A106 Grade B,2500,63.4,14.19,7.02,58.7,15,Critical,4.940000000000001,0.46799999999999997,10.555555555555559,2249
1000,30.86,Stainless Steel,API 5L X65,900,45.4,13.15,0.07,0.23,3,Normal,30.79,0.023333333333333334,1319.5714285714284,2435
150,5.72,Carbon Steel,API 5L X65,150,141.8,0.8,1.08,18.88,1,Normal,4.64,1.08,4.296296296296296,2267
50,5.27,HDPE,API 5L X42,150,77.8,11.29,1.25,23.72,17,Normal,4.02,0.07352941176470588,54.67199999999999,4472
50,3.31,Carbon Steel,API 5L X42,2500,13.4,2.44,5.12,154.68,5,Critical,-1.81,1.024,-1.767578125,3072
400,16.64,Carbon Steel,ASTM A333 Grade 6,150,0.2,12.16,5.08,30.53,3,Critical,11.56,1.6933333333333334,6.826771653543307,3901
1500,45.09,HDPE,API 5L X42,900,-5.4,2.46,1.27,2.82,3,Normal,43.82,0.42333333333333334,103.51181102362204,4962
400,16.71,Stainless Steel,API 5L X65,600,83.4,5.34,1.57,9.4,14,Normal,15.14,0.11214285714285714,135.0063694267516,2562
300,11.47,Stainless Steel,API 5L X52,150,55.0,16.76,2.96,25.81,4,Moderate,8.510000000000002,0.74,11.500000000000002,2117
1200,38.61,HDPE,ASTM A106 Grade B,1500,41.5,12.53,5.45,14.12,25,Critical,33.16,0.218,152.11009174311926,3600
200,11.62,PVC,ASTM A333 Grade 6,900,14.9,18.9,7.87,67.73,8,Critical,3.749999999999999,0.98375,3.8119440914866574,4594
800,31.61,HDPE,API 5L X65,300,87.0,7.94,5.94,18.79,7,Critical,25.669999999999998,0.8485714285714286,30.250841750841747,2514
200,6.74,PVC,API 5L X65,2500,10.1,10.63,5.21,77.3,21,Critical,1.5300000000000002,0.2480952380952381,6.1669865642994255,4851
800,17.35,PVC,API 5L X65,150,20.1,16.34,7.86,45.3,2,Critical,9.490000000000002,3.93,2.414758269720102,3314
1200,32.64,Stainless Steel,API 5L X42,300,18.7,9.66,5.42,16.61,11,Critical,27.22,0.49272727272727274,55.24354243542435,2426
50,5.73,Stainless Steel,ASTM A333 Grade 6,600,3.2,9.01,0.33,5.76,19,Normal,5.4,0.017368421052631578,310.90909090909093,3084
500,15.5,HDPE,ASTM A333 Grade 6,2500,32.0,9.84,8.88,57.29,17,Critical,6.619999999999999,0.5223529411764707,12.67342342342342,3214
400,15.39,Carbon Steel,ASTM A106 Grade B,2500,62.2,0.26,8.55,55.56,4,Critical,6.84,2.1375,3.1999999999999997,4127
200,7.27,Carbon Steel,API 5L X65,600,115.3,19.99,1.2,16.51,6,Normal,6.069999999999999,0.19999999999999998,30.349999999999998,4646
1200,38.24,PVC,API 5L X42,300,91.6,2.71,1.98,5.18,8,Normal,36.260000000000005,0.2475,146.50505050505052,4692
300,15.69,HDPE,API 5L X52,300,27.8,4.53,3.86,24.6,22,Moderate,11.83,0.17545454545454545,67.42487046632125,2311
200,9.94,Carbon Steel,ASTM A333 Grade 6,1500,37.2,1.22,1.07,10.76,14,Normal,8.87,0.07642857142857143,116.05607476635512,4625
50,5.65,PVC,API 5L X42,600,-40.9,6.92,9.13,161.59,22,Critical,-3.4800000000000004,0.41500000000000004,-8.385542168674698,2374
50,3.66,Fiberglass,ASTM A106 Grade B,900,78.5,3.75,0.31,8.47,25,Normal,3.35,0.0124,270.16129032258067,2453
800,16.71,Stainless Steel,API 5L X65,150,-18.6,6.23,7.8,46.68,2,Critical,8.91,3.9,2.2846153846153845,3091
200,7.49,Fiberglass,API 5L X52,900,48.1,13.08,7.44,99.33,14,Critical,0.04999999999999982,0.5314285714285715,0.094086021505376,2751
50,5.82,Fiberglass,API 5L X42,900,67.8,5.7,1.77,30.41,20,Normal,4.050000000000001,0.0885,45.76271186440679,4550
50,4.29,PVC,ASTM A106 Grade B,600,37.2,19.35,4.88,113.75,19,Moderate,-0.5899999999999999,0.25684210526315787,-2.2971311475409832,3813
1500,31.98,Fiberglass,API 5L X42,600,-37.7,2.6,4.74,14.82,8,Moderate,27.240000000000002,0.5925,45.9746835443038,3551
1200,25.4,HDPE,ASTM A333 Grade 6,300,-7.9,1.88,3.47,13.66,14,Moderate,21.93,0.24785714285714286,88.47838616714697,4667
1500,28.54,PVC,API 5L X52,600,-14.3,15.64,9.3,32.59,22,Critical,19.24,0.4227272727272728,45.51397849462364,3257
50,4.82,Stainless Steel,API 5L X65,900,16.8,12.1,8.4,174.27,4,Critical,-3.58,2.1,-1.7047619047619047,3746
300,16.33,Carbon Steel,API 5L X42,2500,65.8,11.08,1.6,9.8,18,Normal,14.729999999999999,0.08888888888888889,165.71249999999998,4654
1500,34.75,PVC,API 5L X52,2500,15.2,18.76,5.44,15.65,21,Critical,29.31,0.2590476190476191,113.14522058823528,3579
150,5.08,Fiberglass,API 5L X52,600,21.5,15.15,3.88,76.38,17,Moderate,1.2000000000000002,0.22823529411764706,5.2577319587628875,4937
250,9.92,Stainless Steel,ASTM A333 Grade 6,150,-18.7,3.27,1.61,16.23,17,Normal,8.31,0.09470588235294118,87.74534161490683,3668
